fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,color,quality
6.196867175273248,0.3719517556728183,0.27628916030908446,4.88554198454578,0.039,34.37108396909156,94.74216793818312,0.990252288549001,3.197734961854507,0.5217590840180972,12.840241221635909,1,2
6.595206073485119,0.26880151837127964,0.31023969632574405,5.296740783520095,0.028488015183712696,15.0,81.53595444886162,0.9918336437109264,3.227603036742559,0.5890412146970238,11.729625812311752,1,2
6.875425462221958,0.1410018964603052,0.31553875330158543,1.5215501320634166,0.03866162599047562,52.78449867936583,146.6616259904756,0.9914215501320635,3.2992249339682918,0.4266162599047562,11.321550132063416,1,2
5.884428686823365,0.2684428686823366,0.3001799838447288,1.8293427879059805,0.031329424648005526,13.43114262635327,74.7065721209402,0.9895198827394401,3.1367057535199443,0.4841314424188039,12.16885737364673,1,2
7.130466558501865,0.3260933117003731,0.4596771845778519,13.15268608513646,0.046458764840663656,40.186380797859805,167.8136192021402,0.9970781337659925,3.07931903989299,0.5032257281926173,9.916847356361673,1,2
6.5,0.08,0.33,1.9,0.0279999999999999,23.0,93.0,0.991,3.34,0.7,12.0,1,2
6.2757293150683395,0.18728120547949828,0.30407819178075257,1.7378646575341694,0.03648541369863322,41.75729315068339,150.0,0.9928834887671241,3.4634947397260816,0.702427068493166,10.689323287670847,1,2
6.851122754843685,0.19121053343040667,0.29775789331391866,3.1161404457387554,0.04257403375965742,22.0,104.40807022286938,0.9910125612422441,3.133901742053962,0.8057403375965743,12.152912356591004,1,2
7.332380714096264,0.14619035704813158,0.28733350013261577,2.0085735731336314,0.05173335001326158,21.676192859037368,104.64761428192526,0.9928630442115766,3.330665999469537,0.8293340005304632,11.176192859037368,1,2
5.9,0.33849736871918074,0.2951534413414124,1.4515344134141241,0.03275767206707062,35.24232793292938,95.0,0.9896249419050585,3.2921481787797737,0.5793862346343503,12.218095139636441,1,2
6.5,0.340434532521746,0.29467410060869054,3.2978273373912703,0.03773370503043452,29.0,119.48913668695636,0.9908758161864782,3.2573370503043453,0.6084233816087102,12.326629496956548,1,2
7.376478763714967,0.20117606181425166,0.32882393818574834,1.947042472570066,0.03470598454643709,39.11760618142517,137.88239381857483,0.9909294362911449,3.169411969092874,0.43588378365011926,11.758803090712581,1,2
6.905777480329741,0.12942225196702586,0.2864666555123653,10.229333110247307,0.03793999665370959,40.76444370082435,98.4711125983513,0.9950699537559949,3.1770444035453393,0.40120006692580823,10.165112263722254,1,2
9.983089706359058,0.3014083823566081,0.40971735299251383,1.7704191178304065,0.06171832352867837,3.0,9.140838235660812,0.994929571176808,3.1230994117207027,0.6066179412718113,11.415497058603512,0,2
7.218374650514468,0.1735900838765278,0.3427774091337616,4.881625349485533,0.035461487418520836,36.0,136.27349860205788,0.9949273498602058,3.287349860205787,0.6181201118353704,10.445300279588427,1,2
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1,2
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,1,2
7.6,0.2,0.3,14.2,0.0559999999999999,53.0,212.5,0.999,3.14,0.46,8.9,1,2
7.033294581764537,0.18995349811744372,0.2800232509412781,13.066937927648246,0.047335270911773177,46.66589163529073,119.33410836470927,0.997113248079882,3.146728669176742,0.4265891635290729,9.666472908822682,1,2
6.314819981602182,0.17889198896130898,0.32,1.1333798344196344,0.039703600367956365,39.148199816021815,118.0,0.989138615654121,3.311481998160218,0.4192659760828361,12.907340239171639,1,2
6.56970384050233,0.16131358936682194,0.38451277696144753,1.8,0.034754239291121466,43.18855982278036,150.37711964556073,0.9920114401772196,3.4011440177219634,0.6428600443049085,11.301695716448585,1,2
6.683606463792032,0.19159561468949796,0.4135300633794104,1.4836064637920314,0.04035300633794102,66.43278707241593,151.51256780689084,0.9908701638782752,3.136218580482773,0.7035300633794104,11.351256780689083,1,2
10.672620270927304,0.5044300499076613,0.6237720199630645,4.27544039926129,0.0820376017111198,6.0,18.669800142593317,0.9979414803707426,3.2133960028518667,0.83528793725894,12.937720199630645,0,2
6.66666084447527,0.266666756238842,0.42666581573100104,1.9666635316405303,0.0299999731283474,31.0,113.3333378119421,0.9900399965066852,3.353333109402895,0.48000080614957796,12.76666487522316,1,2
10.446759290666305,0.24,0.44129628373347807,1.8,0.07593518581332609,6.0,21.467592906663047,0.9976,3.231296283733478,1.0340277871998915,10.8,0,2
6.2288102954413525,0.19711897045586477,0.2610803860790507,9.721607721581014,0.030324115823715213,39.07202573860338,101.85594852279324,0.9909743022874202,3.083961415623186,0.5535176835256957,12.78836010516476,1,2
6.210444084909339,0.25840734748488986,0.26,1.7368146949697798,0.033920367374244496,60.4477795754533,134.7362938993956,0.990115926525151,3.155026039778709,0.7474150185513745,11.95522204245467,1,2
8.211419643625284,0.265314821382483,0.40114196436252825,8.810246431951244,0.042,40.4685178617517,161.82283928725056,0.9943468517861751,3.1283457140399094,0.37822839287250565,11.858271429800453,1,2
6.072907608758117,0.47404211970576177,0.17522010861444876,2.6280842394115234,0.04163546195620938,18.63546195620942,120.0,0.989789758152405,3.27625543474513,0.6032051632090083,13.06453804379058,1,2
7.589254207527015,0.1976535694408151,0.394495589053782,1.7664474754837913,0.04711403366021612,60.22149158494597,172.55701683010807,0.9923738363881515,3.24221491584946,0.6312060939570238,11.66513232838654,1,2
6.413456994388687,0.14418212429858596,0.40298145084169684,1.3127318644787893,0.04172360881312726,62.85817875701414,146.2836424859717,0.9907380016836422,3.115817875701414,0.6973086011222625,11.214182124298585,1,2
6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,1,2
6.601538429454456,0.31723075746663365,0.3201538429454456,6.5069229325450495,0.025623077832123763,38.33076928424257,133.0,0.9924441538985577,3.256076935375792,0.4466153856848515,11.603076858908912,1,2
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,1,2
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,0,2
6.8058514190383175,0.19507122983320882,0.3282445742885047,1.3273066221788168,0.031175542571149534,22.039009460255453,87.0,0.9898456190873404,3.0772693377821185,0.6153188647693457,12.3214552031405,1,2
7.2,0.37476709239661316,0.31523290760338685,2.0,0.05913974456203205,15.0,28.476709239661318,0.9947095341847932,3.23,0.7443012771898395,11.3,0,2
6.17372939500053,0.21392139113633954,0.3660786088636605,1.4784278227267906,0.03630585040454107,14.0,71.95685564545359,0.9894501151976814,3.1808244878637666,0.4134899475908754,12.330201048182493,1,2
6.398503082410942,0.15044907527671741,0.3593263870849238,1.799251541205471,0.03402993835178116,42.985030824109415,150.0,0.9922082330467398,3.42052392115617,0.6901496917589057,10.996257706027354,1,2
8.629604973533626,0.3259429755603244,0.4294517364568435,6.435197513233187,0.025379388309489687,8.837719022412976,86.51315706723894,0.9917681580105866,2.966491239103481,0.4056798342155458,12.502631413447785,1,2
6.155440747503453,0.2593264448502072,0.2706735551497928,3.0082918870179576,0.02693264448502069,54.0,126.6217629900138,0.9900922286053064,3.349170811298204,0.5847148860485496,12.682382953495166,1,2
6.866484274952565,0.19832421374762826,0.4054189465630929,14.451957939029889,0.04037431603107212,45.85473664077323,129.22905267184535,0.9981634781379459,3.3166484274952563,0.577987343455881,9.750273587571153,1,2
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,0,2
6.174962968232856,0.16018201009266336,0.3607132276637959,1.0232169308405104,0.03391047622435407,47.5356613831898,113.7678306915949,0.9907192423342156,3.396069841495694,0.49142645532759177,11.47678306915949,1,2
6.213036087669866,0.24742529865891505,0.33935903434746945,1.2645301144915648,0.03142096316652995,29.322650572457825,96.35469885508435,0.9893108794177338,3.2064530114491565,0.47935903434746946,12.549891612690374,1,2
6.230523166485036,0.22,0.47168610010897816,5.557414085966973,0.0317470849836532,31.0,128.61046332970074,0.9924947683351496,3.3916861001089784,0.35084305005448907,11.361046332970073,1,2
5.534182319482058,0.25706657476162276,0.3058545579870514,1.3366063530312005,0.028804848067098186,24.60969613419657,93.0,0.9881186439197881,3.3158545579870515,0.4585455798705145,13.287756907357256,1,2
7.8,0.4517871296407682,0.22711309827260515,2.3451884971210086,0.08828691915821608,8.506873575541416,17.506873575541416,0.9970564257407185,3.3452062072662425,0.6735565491363026,10.239689636687876,0,2
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,0,2
7.534081638140686,0.3052915455814776,0.2414125363255567,1.7952915455814775,0.037047084544185226,39.09416908837045,150.0,0.9913941690883704,3.0707171994414986,0.4527128269300105,11.73879009255921,1,2
10.59669575003647,0.42033042499635304,0.7004956374945296,5.935325781136033,0.07514739187521273,37.50826062490883,74.52478187472647,0.9991966957500364,3.1945869687545585,0.8614739187521274,11.803304249963531,0,2
6.75011717899343,0.23681285550029865,0.34,2.6318714449970138,0.032681285550029866,24.0,121.54502844002388,0.9901536725825979,3.1699765642013142,0.37318714449970136,12.45450284400239,1,2
5.661737691527252,0.2023475383054504,0.26123475383054506,1.437042614916351,0.029259147701672976,12.123475383054505,76.0,0.9903518295403346,3.24506098467782,0.38728655362763054,11.109908151192657,1,2
5.124257139806062,0.2620791834119482,0.32826734715670985,1.21088978197057,0.027173265284329014,46.0,113.0693061137316,0.98946,3.3434159191954973,0.43485142796121246,11.455444890985286,1,2
7.411448801399223,0.41805088356177433,0.3044070684941946,2.1817809246621014,0.057347562329145535,11.207632534266148,52.59745582191128,0.992251925174724,3.2797455821911283,0.5563561849324202,12.091095376689493,0,2
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1,2
6.357627646038487,0.2880158963018073,0.256221339094344,3.2156526996221553,0.03411066954717202,44.3778660905656,131.24426781886882,0.9907573280345661,3.328664017283032,0.47423723539615126,11.9055334773586,1,2
5.913012510800617,0.30227718939010795,0.28,6.6869874891993835,0.035289958297331274,45.64497914866564,150.71004170266872,0.9926740314423125,3.335148540406595,0.44710041702668724,11.084016681067489,1,2
6.937434152762201,0.2499473222097601,0.37374341527622,14.9625658472378,0.04513882791993797,59.374341527622,179.123024582866,0.9988630926251402,3.29887510975182,0.7413882791993797,9.4251316944756,1,2
6.972916204482767,0.3290972068160923,0.38996536251149266,2.4454860340804614,0.06236458102241384,22.635418977586163,35.36458102241384,0.9950037497226896,3.3172916204482767,0.7863541897758617,11.827430170402305,0,2
7.326427713559447,0.24559538107342554,0.36264277135594464,2.1440461892657448,0.03488092378531489,30.0,177.26427713559445,0.9911363002302274,3.2684993994916125,0.4035236951412596,11.803098383615362,1,2
7.039513652697689,0.36136774850699616,0.32161092215815146,1.9136774850699618,0.03858054610790753,33.79027305395379,128.0,0.9896,3.1002431736511555,0.38765955688838255,12.713677485069962,1,2
6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,1,2
6.66678083827454,0.16501712574118088,0.33268493412392625,6.0367465867921775,0.03399657485176383,24.0,97.93287664690185,0.992,3.3100342514823615,0.41070548501334336,12.106712335309815,1,2
7.1498519279109765,0.3444866735119879,0.3154837120702074,5.269792699075367,0.032049851927910974,36.0,140.04985192791096,0.9916669792699075,3.331554786672939,0.46601184576712185,12.349851927910978,1,2
6.670003753965619,0.567000375396562,0.13649981230171904,2.36499812301719,0.06732517831336693,13.0,28.82499061508595,0.9944302746823239,3.437500938491405,0.62,11.437485922628927,0,2
7.38158610402887,0.2881586104028871,0.32492511874409447,1.4092069479855645,0.03926123218838583,18.169162708530184,94.16916270853018,0.9914593345907697,3.1159955760544618,0.4018413895971129,11.115418645734907,1,2
7.788440483979939,0.20422024198996988,0.39231190320401205,1.7884404839799397,0.03561833224280843,61.768809679598796,179.19083387859578,0.9912543093524413,3.1073392740300902,0.7395964355819458,12.438166775719157,1,2
7.616803109195425,0.2427732296934858,0.29693307423371457,15.175204663793139,0.04718921414750869,38.44535406130284,193.30669257662854,0.9982554645938697,3.061386614846743,0.47831968908045747,9.530669257662854,1,2
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,1,2
5.810886555035741,0.2132659665107222,0.31564537798570375,1.5673403348927781,0.04358474784535372,37.782268899285185,95.0,0.9893979466362963,3.2136701674463892,0.907340334892778,12.454432775178704,1,2
6.2951023249372655,0.1838616795829848,0.3733719120767114,9.852448837531368,0.0287723359165969,27.227664083403038,131.38616795829847,0.9948593648583821,3.2969160208507597,0.3813832041701519,10.877233591659696,1,2
10.635443819081125,0.3546834271378312,0.5708860954770281,2.282278090459437,0.08407588492580714,6.088609547702814,19.911390452297187,0.9968698758391514,3.1550636231094784,0.7341775276324501,11.046834271378312,0,2
6.096210303311808,0.2652270389972324,0.3028030043330258,1.8037896966881926,0.029356094367066432,28.280300433302582,91.15909870009226,0.991717429176725,3.353560943670664,0.6199248916743544,11.320450649953873,1,2
5.861471625401237,0.2932575344452166,0.28,6.738528374598762,0.03546176124866254,45.73088062433127,150.53823875133745,0.9927504837556549,3.341161643703189,0.4453823875133746,11.015295500534984,1,2
6.233148167019143,0.18618523424977151,0.3669073828751142,1.4972225052871435,0.038342591649042856,17.33148167019143,75.00555498942572,0.9894822219957703,3.126740733192343,0.5301666496827714,11.864074338268,1,2
6.169115053830321,0.21356275171278297,0.32978600195746627,2.837767497553167,0.03248930009787331,22.0,111.62232502446832,0.9900755349951064,3.2617582453510177,0.3648930009787331,12.109022531808826,1,2
5.952226290497366,0.26338280645549705,0.28830859677225146,1.2367964518847918,0.03692579031675446,35.16914032277485,100.83085967722515,0.990473828064555,3.343085967722515,0.4647773709502634,11.450742096832455,1,2
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,1,2
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1,2
6.533706665196668,0.2848320006614992,0.3284266662991671,2.084266662991671,0.04231466674016658,34.16853332598334,89.83146667401665,0.9917573066707092,3.3497760008819992,0.6496640013229985,11.0,1,2
6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11.0,1,2
6.311967424594594,0.12418859860810806,0.35800542923423423,2.1578425522072067,0.04366092296981982,46.980054292342345,145.94016287702703,0.9914199457076576,3.2696010858468467,0.7338168306261261,11.396010858468468,1,2
8.378925952515758,0.3023759166194848,0.4239462976257879,2.234228372903535,0.07065771627096465,9.13154325419293,20.13154325419293,0.9944257445002831,3.383946297625788,0.7686845674580707,12.594765396645656,0,2
8.323607355015543,0.20973270373160616,0.31420934392331606,13.48685984115026,0.047474393646010346,34.4209343923316,168.7104671961658,0.9993157007942487,3.0563027831564766,0.46131401588497406,8.77104671961658,1,2
6.974833737830518,0.38754987865084445,0.2762583131084741,3.6163108314491117,0.034,28.312915655423705,134.0,0.9899691074636644,3.269387469662711,0.4050332524338963,13.06870843445763,1,2
5.35115573438244,0.18596162429011093,0.5089228022716451,1.6117313700307763,0.02759616242901109,24.319232485802218,113.72307005679113,0.9902999214633459,3.336345381389002,0.36126907627780036,11.119232485802218,1,2
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1,2
5.963762821533763,0.31542784878731656,0.2881804130940693,3.0726289165848506,0.03618350428711685,40.81804130940693,151.36391738118613,0.9913637628215337,3.3554587607177924,0.567262891658485,11.590876305528257,1,2
7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,1,2
6.156522494447589,0.3310873719461745,0.3,2.4108737194617453,0.030717387527762048,49.71738752776205,163.28261247223796,0.9904043599111615,3.429565746113313,0.531740490005662,12.417387527762049,1,2
7.5894087477199665,0.3174949339174131,0.43144594085458354,2.121385147863541,0.06843175582334032,35.0,103.0,0.9937932769039858,3.2892871617378816,0.5946638451992885,11.303462869658853,0,2
6.294329040294353,0.22453676776451756,0.4237619443237884,4.388377648389062,0.03765974241766118,30.943290402943532,130.0,0.9917603032820604,3.346030328206047,0.3345367677645176,11.48298712088306,1,2
6.893628125903029,0.18984070314757573,0.3858170834537372,1.7725075512555566,0.03924306511695955,21.338643228414142,98.0,0.9918310793762642,3.1533864322841416,0.4295221094427272,10.372507551255557,1,2
7.557258575884312,0.30053526034786066,0.46702350689857375,2.19618805518859,0.0389618805518859,28.0,113.74047013797147,0.9911389294793043,3.2064882465507134,0.5238929479304278,12.618329096580034,1,2
7.329253833288276,0.14697908001081372,0.3716059966549518,4.770746166711724,0.03945313799837794,36.0,136.7170153331531,0.9949717015333153,3.3317015333153104,0.5826387733477517,10.35659693336938,1,2
7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,0,2
